case	context	input	expected	rank	microseconds	top5
boundary-314	然資源	he	和	1	688	和 | 合 | 何 | 很 | 核
boundary-315	資源和	shengchan	生產	1	6657	生產 | 盛產 | 生產力 | 生產者 | 生產性
boundary-316	和生產	ziliao	資料	1	957	資料 | 資料庫 | 自了 | 子了 | 資料館
boundary-317	土壤	de	的	1	439	的 | 地 | 得 | 德 | 等
boundary-318	土壤的	zhiwu	植物	1	1683	植物 | 職務 | 之無 | 置物 | 之舞
boundary-319	的植物	shengchan	生產	1	5149	生產 | 盛產 | 生產力 | 生產者 | 生產性
boundary-320	物生產	nengli	能力	1	1772	能力 | 能量 | 能留 | 能理 | 能裡
boundary-321	產能力	shi	是	1	3207	是 | 時 | 十 | 事 | 實
boundary-322	能力是	hengliang	衡量	1	2686	衡量 | 橫樑 | 恆量 | 衡量得失 | 衡兩
boundary-323	是衡量	turang	土壤	1	1837	土壤 | 退讓 | 土壤裡 | 推讓 | 土壤有機
boundary-324	量土壤	ziyuan	資源	1	899	資源 | 自願 | 字元 | 自怨 | 字源
boundary-325	壤資源	zhiliang	質量	1	4625	質量 | 之兩 | 只亮 | 只量 | 之量
boundary-326	源質量	de	的	1	761	的 | 地 | 得 | 德 | 等
boundary-327	質量的	biaozhi	標誌	1	1346	標誌 | 標識 | 標幟 | 標致 | 標志
boundary-328	一些	tuxing	土星	5	2152	圖形 | 徒刑 | 推行 | 土性 | 土星
boundary-329	號	yibiao	儀錶	7	734	儀表 | 一表 | 印表 | 音標 | 以表
boundary-330	號儀錶	zu	組	1	639	組 | 作 | 族 | 足 | 最
boundary-331	儀錶組	zhong	中	1	2432	中 | 種 | 重 | 眾 | 終
boundary-332	錶組中	de	的	1	1988	的 | 地 | 得 | 德 | 等
boundary-333	組中的	bufen	部分	1	738	部分 | 部份 | 不分 | 部分的 | 部份的
boundary-334	的部分	ye	也	1	370	也 | 業 | 意 | 夜 | 野
boundary-335	部分也	bei	被	1	421	被 | 北 | 備 | 背 | 貝
boundary-336	分也被	yong	用	1	1131	用 | 永 | 擁 | 勇 | 泳
boundary-337	也被用	zai	在	1	892	在 | 再 | 載 | 災 | 仔
boundary-338	被用在	tuxing	土星	5	1227	圖形 | 徒刑 | 推行 | 土性 | 土星
boundary-339	中	le	了	1	349	了 | 樂 | 類 | 垃 | 勒
boundary-340	它	zai	在	1	1132	在 | 再 | 載 | 災 | 仔
boundary-341	它在	wei	位	2	1876	為 | 位 | 委 | 未 | 維
boundary-342	它在位	wu	於	1	1188	於 | 無 | 五 | 物 | 務
boundary-343	茨維爾	de	的	1	483	的 | 地 | 得 | 德 | 等
boundary-344	維爾的	kongjian	空間	1	3394	空間 | 空降 | 空間裡 | 空間感 | 空降部隊
boundary-345	的空間	xitong	系統	1	1371	系統 | 相同 | 血統 | 相通 | 協同
boundary-346	間系統	zhongxin	中心	1	3821	中心 | 重心 | 忠信 | 衷心 | 中興
boundary-347	統中心	jianzao	建造	1	2077	建造 | 監造 | 建造出 | 建造物群 | 監造人
boundary-348	這	ge	個	1	556	個 | 各 | 格 | 歌 | 革
boundary-349	這個	jisuan	計算	1	1386	計算 | 就算 | 計算機 | 結算 | 計算出
boundary-350	個計算	ji	機	3	564	其 | 及 | 機 | 期 | 計
boundary-351	計算機	kongzhi	控制	1	4021	控制 | 控制器 | 控制力 | 控制權 | 控制住
boundary-352	機控制	le	了	1	373	了 | 樂 | 類 | 垃 | 勒
boundary-353	控制了	huojian	火箭	1	1008	火箭 | 獲獎 | 和間 | 火剪 | 火箭炮
boundary-354	了火箭	zong	從	1	1049	從 | 總 | 宗 | 綜 | 蹤
boundary-355	火箭從	qifei	起飛	1	791	起飛 | 豈非 | 搶匪 | 起飛時 | 其非
boundary-356	從起飛	qian	前	1	749	前 | 千 | 錢 | 將 | 乾
boundary-357	起飛前	yizhi	一直	1	1537	一直 | 一致 | 一隻 | 以致 | 意志
boundary-358	前一直	dao	到	1	525	到 | 道 | 導 | 倒 | 島
boundary-359	一直到	paoqi	拋棄	1	550	拋棄 | 跑起 | 跑起來 | 泡起 | 拋起
boundary-360	推進	qi	器	6	453	其 | 起 | 期 | 氣 | 七
boundary-361	推進器	de	的	1	606	的 | 地 | 得 | 德 | 等
boundary-362	進器的	caozuo	操作	1	1031	操作 | 操作員 | 操作手 | 操作性 | 操作台
boundary-363	的操作	guocheng	過程	1	2483	過程 | 過程裡 | 國成 | 過成 | 果成
boundary-364	聖喬治	jiaotang	教堂	1	1645	教堂 | 焦糖 | 焦糖化 | 焦糖瑪奇朵 | 覺堂
boundary-365	治教堂	bei	被	1	478	被 | 北 | 備 | 背 | 貝
boundary-366	教堂被	malaixiya	馬來西亞	1	3625	馬來西亞 | 馬來西亞人 | 馬來西亞隊 | 馬來西亞廠 | 馬來西亞啊
boundary-367	來西亞	zhengfu	政府	1	2238	政府 | 征服 | 正負 | 征夫 | 整付
boundary-368	亞政府	lie	列	1	495	列 | 烈 | 裂 | 獵 | 劣
boundary-369	政府列	wei	為	1	1709	為 | 位 | 委 | 未 | 維
boundary-370	個	malaixiya	馬來西亞	1	2046	馬來西亞 | 馬來西亞人 | 馬來西亞隊 | 馬來西亞廠 | 馬來西亞啊
boundary-371	來西亞	guojia	國家	1	743	國家 | 國教 | 國家公園 | 國建 | 國家安全
boundary-372	亞國家	baozang	寶藏	1	2681	寶藏 | 保藏 | 報藏 | 包藏 | 保臟
boundary-373	家寶藏	zhi	之	1	2252	之 | 只 | 知 | 至 | 制
boundary-374	寶藏之	yi	一	1	980	一 | 以 | 意 | 已 | 議
boundary-375	伯多祿	tang	堂	1	1147	堂 | 糖 | 唐 | 湯 | 躺
boundary-376	是	xibanya	西班牙	1	1966	西班牙 | 西班牙語 | 西班牙文 | 西班牙人 | 西班牙裔
boundary-377	西班牙	nanbu	南部	1	1153	南部 | 南部地區 | 難不 | 南不 | 難不倒
boundary-378	牙南部	chengshi	城市	1	5448	城市 | 程式 | 誠實 | 成事 | 程式碼
boundary-379	爾多瓦	de	的	1	425	的 | 地 | 得 | 德 | 等
boundary-380	多瓦的	yi	一	1	802	一 | 以 | 意 | 已 | 議
boundary-381	瓦的一	zuo	座	4	436	作 | 做 | 昨 | 座 | 左
boundary-382	的一座	luoma	羅馬	1	574	羅馬 | 騾馬 | 羅馬字 | 駱馬 | 羅曼史
boundary-383	座羅馬	tianzhu	天主	1	2631	天主 | 天主教 | 天竺 | 天珠 | 天柱
boundary-384	馬天主	jiao	教	1	746	教 | 覺 | 較 | 交 | 校
boundary-385	天主教	jiaotang	教堂	1	1786	教堂 | 焦糖 | 焦糖化 | 焦糖瑪奇朵 | 覺堂
boundary-386	位	wu	於	1	923	於 | 無 | 五 | 物 | 務
boundary-387	位於	tongming	同名	1	3171	同名 | 通明 | 通名 | 同明 | 統明
boundary-388	於同名	de	的	1	711	的 | 地 | 得 | 德 | 等
boundary-389	同名的	guangchang	廣場	1	4781	廣場 | 光唱 | 廣敞 | 光長 | 光場
boundary-390	的廣場	shang	上	1	4762	上 | 商 | 傷 | 尚 | 賞
boundary-391	該	shizhen	市鎮	2	3576	市政 | 市鎮 | 市政府 | 施政 | 失真
boundary-392	該市鎮	zong	總	2	1038	從 | 總 | 宗 | 綜 | 蹤
boundary-393	市鎮總	mianji	面積	1	1152	面積 | 面交 | 麵筋 | 面頰 | 面見
boundary-394	年	shi	時	2	3447	是 | 時 | 十 | 事 | 實
boundary-395	年時	de	的	1	431	的 | 地 | 得 | 德 | 等
boundary-396	年時的	renkou	人口	1	918	人口 | 刃口 | 人口數 | 人口結構 | 人口密度
boundary-397	的人口	wei	為	1	705	為 | 位 | 委 | 未 | 維
boundary-398	該	shizhen	市鎮	2	2907	市政 | 市鎮 | 市政府 | 施政 | 失真
boundary-399	該市鎮	zong	總	2	893	從 | 總 | 宗 | 綜 | 蹤
# top1=322/400 top5=390/400 p50_us=1368 p95_us=4840 load_ms=2428
