case	context	input	expected	rank	microseconds	top5
boundary-314	然資源	he	和	1	747	和 | 合 | 何 | 很 | 核
boundary-315	資源和	shengchan	生產	1	4482	生產 | 生產力 | 生產者 | 盛產 | 生產性
boundary-316	和生產	ziliao	資料	1	1156	資料 | 資料庫 | 自了 | 子了 | 資料館
boundary-317	土壤	de	的	1	619	的 | 地 | 得 | 德 | 等
boundary-318	土壤的	zhiwu	植物	1	1120	植物 | 職務 | 支吾 | 指物 | 植物園
boundary-319	的植物	shengchan	生產	1	4571	生產 | 盛產 | 生產力 | 生產者 | 生產性
boundary-320	物生產	nengli	能力	1	1912	能力 | 能量 | 能留 | 能理 | 能裡
boundary-321	產能力	shi	是	1	2646	是 | 時 | 十 | 事 | 實
boundary-322	能力是	hengliang	衡量	1	4667	衡量 | 橫樑 | 恆量 | 衡量得失 | 很改良
boundary-323	是衡量	turang	土壤	1	1181	土壤 | 退讓 | 土壤裡 | 推讓 | 土壤有機
boundary-324	量土壤	ziyuan	資源	1	896	資源 | 自願 | 字元 | 自怨 | 字源
boundary-325	壤資源	zhiliang	質量	1	2322	質量 | 之兩 | 只亮 | 只量 | 之量
boundary-326	源質量	de	的	1	440	的 | 地 | 得 | 德 | 等
boundary-327	質量的	biaozhi	標誌	1	1792	標誌 | 標識 | 標幟 | 標致 | 標志
boundary-328	一些	tuxing	土星	5	1344	圖形 | 徒刑 | 推行 | 土性 | 土星
boundary-329	號	yibiao	儀錶	7	827	儀表 | 一表 | 印表 | 音標 | 以表
boundary-330	號儀錶	zu	組	1	483	組 | 作 | 族 | 足 | 最
boundary-331	儀錶組	zhong	中	1	2340	中 | 種 | 重 | 眾 | 終
boundary-332	錶組中	de	的	1	474	的 | 得 | 地 | 德 | 等
boundary-333	組中的	bufen	部分	1	768	部分 | 不分 | 部份 | 部分的 | 不份
boundary-334	的部分	ye	也	1	542	也 | 業 | 意 | 夜 | 野
boundary-335	部分也	bei	被	1	722	被 | 北 | 備 | 背 | 貝
boundary-336	分也被	yong	用	1	1121	用 | 永 | 擁 | 勇 | 泳
boundary-337	也被用	zai	在	1	833	在 | 再 | 載 | 災 | 仔
boundary-338	被用在	tuxing	土星	5	1158	推行 | 圖形 | 徒刑 | 土性 | 土星
boundary-339	中	le	了	1	483	了 | 樂 | 類 | 垃 | 勒
boundary-340	它	zai	在	1	1928	在 | 再 | 載 | 災 | 仔
boundary-341	它在	wei	位	1	804	位 | 為 | 維 | 威 | 委
boundary-342	它在位	wu	於	1	1011	於 | 無 | 五 | 物 | 務
boundary-343	茨維爾	de	的	1	438	的 | 德 | 地 | 得 | 登
boundary-344	維爾的	kongjian	空間	1	2213	空間 | 空降 | 空間裡 | 空降部隊 | 空間感
boundary-345	的空間	xitong	系統	1	1271	系統 | 相同 | 血統 | 相通 | 協同
boundary-346	間系統	zhongxin	中心	1	3071	中心 | 重心 | 中興 | 忠信 | 中性
boundary-347	統中心	jianzao	建造	1	1479	建造 | 監造 | 建造出 | 建造物群 | 監造人
boundary-348	這	ge	個	1	604	個 | 各 | 格 | 歌 | 個人
boundary-349	這個	jisuan	計算	1	1348	計算 | 就算 | 計算機 | 結算 | 計算出
boundary-350	個計算	ji	機	1	646	機 | 其 | 及 | 期 | 計
boundary-351	計算機	kongzhi	控制	1	4004	控制 | 控制器 | 控制力 | 控制權 | 控制住
boundary-352	機控制	le	了	1	392	了 | 樂 | 類 | 垃 | 勒
boundary-353	控制了	huojian	火箭	1	1038	火箭 | 火剪 | 獲獎 | 和間 | 和建
boundary-354	了火箭	zong	從	1	1074	從 | 總 | 宗 | 綜 | 蹤
boundary-355	火箭從	qifei	起飛	1	734	起飛 | 豈非 | 搶匪 | 起飛時 | 其非
boundary-356	從起飛	qian	前	1	1169	前 | 千 | 錢 | 將 | 乾
boundary-357	起飛前	yizhi	一直	1	1647	一直 | 一致 | 一隻 | 一支 | 以致
boundary-358	前一直	dao	到	1	555	到 | 道 | 導 | 倒 | 島
boundary-359	一直到	paoqi	拋棄	1	717	拋棄 | 跑起 | 跑起來 | 泡起 | 拋起
boundary-360	推進	qi	器	7	633	其 | 起 | 期 | 球 | 氣
boundary-361	推進器	de	的	1	494	的 | 地 | 得 | 等 | 德
boundary-362	進器的	caozuo	操作	1	973	操作 | 操作員 | 操作手 | 操作性 | 操作台
boundary-363	的操作	guocheng	過程	1	3112	過程 | 過程裡 | 國成 | 過成 | 果成
boundary-364	聖喬治	jiaotang	教堂	1	1866	教堂 | 焦糖 | 焦糖化 | 焦糖瑪奇朵 | 覺堂
boundary-365	治教堂	bei	被	1	496	被 | 北 | 備 | 背 | 貝
boundary-366	教堂被	malaixiya	馬來西亞	1	2199	馬來西亞 | 馬來西亞人 | 馬來西亞隊 | 馬來西亞廠 | 馬來西亞啊
boundary-367	來西亞	zhengfu	政府	1	2799	政府 | 征服 | 正負 | 征夫 | 整付
boundary-368	亞政府	lie	列	1	689	列 | 烈 | 裂 | 獵 | 劣
boundary-369	政府列	wei	為	1	825	為 | 位 | 委 | 未 | 維
boundary-370	個	malaixiya	馬來西亞	1	1894	馬來西亞 | 馬來西亞人 | 馬來西亞隊 | 馬來西亞廠 | 馬來西亞啊
boundary-371	來西亞	guojia	國家	1	1093	國家 | 國教 | 國家公園 | 國建 | 國家安全
boundary-372	亞國家	baozang	寶藏	1	1638	寶藏 | 保藏 | 報藏 | 包藏 | 保臟
boundary-373	家寶藏	zhi	之	1	2330	之 | 只 | 知 | 至 | 制
boundary-374	寶藏之	yi	一	1	2209	一 | 意 | 以 | 已 | 議
boundary-375	伯多祿	tang	堂	1	1113	堂 | 糖 | 唐 | 湯 | 躺
boundary-376	是	xibanya	西班牙	1	2175	西班牙 | 西班牙語 | 西班牙文 | 西班牙人 | 西班牙裔
boundary-377	西班牙	nanbu	南部	1	1210	南部 | 南部地區 | 難不 | 南不 | 難不倒
boundary-378	牙南部	chengshi	城市	2	5820	程式 | 城市 | 誠實 | 成事 | 程式碼
boundary-379	爾多瓦	de	的	1	456	的 | 地 | 得 | 德 | 等
boundary-380	多瓦的	yi	一	1	857	一 | 意 | 以 | 議 | 義
boundary-381	瓦的一	zuo	座	1	474	座 | 作 | 做 | 昨 | 左
boundary-382	的一座	luoma	羅馬	1	704	羅馬 | 騾馬 | 羅馬字 | 駱馬 | 羅曼史
boundary-383	座羅馬	tianzhu	天主	1	2780	天主 | 天主教 | 天竺 | 天珠 | 天柱
boundary-384	馬天主	jiao	教	1	781	教 | 覺 | 較 | 交 | 校
boundary-385	天主教	jiaotang	教堂	1	3056	教堂 | 焦糖 | 焦糖化 | 焦糖瑪奇朵 | 覺堂
boundary-386	位	wu	於	1	925	於 | 無 | 五 | 物 | 務
boundary-387	位於	tongming	同名	2	2013	通明 | 同名 | 同明 | 通名 | 同命
boundary-388	於同名	de	的	1	634	的 | 地 | 得 | 德 | 第二
boundary-389	同名的	guangchang	廣場	1	9672	廣場 | 光唱 | 廣敞 | 光長 | 光場
boundary-390	的廣場	shang	上	1	5301	上 | 商 | 傷 | 尚 | 賞
boundary-391	該	shizhen	市鎮	1	3663	市鎮 | 市政 | 市政府 | 施政 | 失真
boundary-392	該市鎮	zong	總	1	1122	總 | 從 | 宗 | 總是 | 綜
boundary-393	市鎮總	mianji	面積	1	1120	面積 | 面交 | 面頰 | 面見 | 面其
boundary-394	年	shi	時	1	2403	時 | 是 | 十 | 世 | 事
boundary-395	年時	de	的	1	443	的 | 地 | 得 | 德 | 等
boundary-396	年時的	renkou	人口	1	857	人口 | 人口數 | 人口結構 | 人口密度 | 人口增加
boundary-397	的人口	wei	為	1	1176	為 | 位 | 委 | 未 | 維
boundary-398	該	shizhen	市鎮	1	2811	市鎮 | 市政 | 市政府 | 施政 | 失真
boundary-399	該市鎮	zong	總	1	1334	總 | 從 | 宗 | 總是 | 綜
# top1=332/400 top5=391/400 p50_us=1382 p95_us=5820 load_ms=2520
